"","Gene","log2FC","P.value","adj.P.value","sgnlFC"
"281","IL16",11.0479945683309,7.40871314042704e-10,1.27142730046475e-08,"+"
"282","WHAMM",11.0479945683309,7.40871314042704e-10,1.27142730046475e-08,"+"
"283","SOX8",10.9008377439746,7.39317594416101e-10,1.27142730046475e-08,"+"
"284","RALGDS",10.85764120767,7.60595004114417e-10,1.28874149995387e-08,"+"
"285","PPM1N",10.8352724978371,7.59213534417655e-10,1.28874149995387e-08,"+"
"286","IFT88",10.8325435386273,7.80528009453537e-10,1.30421098880662e-08,"+"
"287","ABAT",10.8325435386273,7.80528009453537e-10,1.30421098880662e-08,"+"
"288","LLGL2",10.8325435386273,7.80528009453537e-10,1.30421098880662e-08,"+"
"289","FCER2",10.8325435386273,7.80528009453537e-10,1.30421098880662e-08,"+"
"290","SPIN1",10.9002979580917,7.91593867352734e-10,1.31814027084357e-08,"+"
"291","MIR4648",12.6332233351508,7.96386684883276e-10,1.32156402106575e-08,"+"
"292","COL4A2-AS2",-14.0202822095349,8.27696812624263e-10,1.368817776768e-08,"-"
"293","CWC27",-10.7620489797935,8.33047888014871e-10,1.37296527345523e-08,"-"
"294","ZMYM3",10.7285250417958,9.58339904793848e-10,1.5740895919216e-08,"+"
"295","SPIB",10.7860621934052,9.63654062841227e-10,1.57745270151196e-08,"+"
"296","AADACL4",10.6946512545295,9.94053119618999e-10,1.62171706575681e-08,"+"
"297","ARMC2",12.1312996362957,1.00913029674845e-09,1.62741644324839e-08,"+"
"298","HHIPL1",-10.644507933708,1.01439707893511e-09,1.62741644324839e-08,"-"
"299","SPAG9",-10.644507933708,1.01439707893511e-09,1.62741644324839e-08,"-"
"300","ASIP",13.2031669701189,1.00315361014298e-09,1.62741644324839e-08,"+"
"301","SPATA2",13.1225130025694,1.01054249461624e-09,1.62741644324839e-08,"+"
"302","SLC35E2A",10.6858498994243,1.07146209001783e-09,1.69642309268725e-08,"+"
"303","NAB1",10.6858498994243,1.07146209001783e-09,1.69642309268725e-08,"+"
"304","NCOA7-AS1",10.6858498994243,1.07146209001783e-09,1.69642309268725e-08,"+"
"305","LOC101927018",10.6858498994243,1.07146209001783e-09,1.69642309268725e-08,"+"
"306","RPL32",12.9728860668431,1.13110723323243e-09,1.78500549976451e-08,"+"
"307","SLC50A1",14.4313129767378,1.15805250323769e-09,1.80560359004808e-08,"+"
"308","SEC24D",-10.6022151324254,1.17781141202142e-09,1.80560359004808e-08,"-"
"309","LOC101926963",10.670972558368,1.16729634093237e-09,1.80560359004808e-08,"+"
"310","LSMEM1",-10.688888811633,1.15574228289064e-09,1.80560359004808e-08,"-"
"311","GSC",-10.6022151324254,1.17781141202142e-09,1.80560359004808e-08,"-"
"312","MIR631",10.670972558368,1.16729634093237e-09,1.80560359004808e-08,"+"
"313","CCBE1",-10.688888811633,1.15574228289064e-09,1.80560359004808e-08,"-"
"314","CACTIN",10.670972558368,1.16729634093237e-09,1.80560359004808e-08,"+"
"315","SNORA80A",-10.6022151324254,1.17781141202142e-09,1.80560359004808e-08,"-"
"316","MAPK1",12.3188911535488,1.18363717440518e-09,1.80879237822867e-08,"+"
"317","CRYBA1",-12.9552360127574,1.19276705674417e-09,1.81699435868063e-08,"-"
"318","LOC100507564",-10.5192461893894,1.29977217849666e-09,1.94925461178893e-08,"-"
"319","PLEKHA2",-11.9849431075871,1.29384939684923e-09,1.94925461178893e-08,"-"
"320","DOCK1",-10.5192461893894,1.29977217849666e-09,1.94925461178893e-08,"-"
"321","KCNK13",-10.5192461893894,1.29977217849666e-09,1.94925461178893e-08,"-"
"322","KCNJ2",-10.5192461893894,1.29977217849666e-09,1.94925461178893e-08,"-"
"323","RGS3",10.5353403801291,1.37186679066907e-09,2.03838299450491e-08,"+"
"324","ALDH3B1",10.5353403801291,1.37186679066907e-09,2.03838299450491e-08,"+"
"325","DCN",10.5353403801291,1.37186679066907e-09,2.03838299450491e-08,"+"
"326","SIN3B",12.5027502104693,1.39072362356949e-09,2.06006269270461e-08,"+"
"327","ITPRID2",10.5287516729253,1.43948256210398e-09,2.11928697939028e-08,"+"
"328","FOXH1",10.5287516729253,1.43948256210398e-09,2.11928697939028e-08,"+"
"329","FGD4",-13.073009486418,1.49452954023053e-09,2.1936422947639e-08,"-"
"330","PLCH2",10.4670796161608,1.53204423440882e-09,2.19532391927602e-08,"+"
"331","RGS13",10.4670796161608,1.53204423440882e-09,2.19532391927602e-08,"+"
"332","MSANTD1",12.8178667681139,1.5198072618271e-09,2.19532391927602e-08,"+"
"333","LRRC70",10.4670796161608,1.53204423440882e-09,2.19532391927602e-08,"+"
"334","OAS1",13.278510259235,1.51655433793781e-09,2.19532391927602e-08,"+"
"335","RASA3",-14.3203817211184,1.51932265844668e-09,2.19532391927602e-08,"-"
"336","DUSP14",10.5230740900118,1.50612901107701e-09,2.19532391927602e-08,"+"
"337","LYPD3",10.4670796161608,1.53204423440882e-09,2.19532391927602e-08,"+"
"338","CTH",10.4440851840059,1.63493032867048e-09,2.30177217409614e-08,"+"
"339","SH3RF2",10.4440851840059,1.63493032867048e-09,2.30177217409614e-08,"+"
"340","MEPCE",10.4440851840059,1.63493032867048e-09,2.30177217409614e-08,"+"
"341","LINC00618",10.4440851840059,1.63493032867048e-09,2.30177217409614e-08,"+"
"342","URI1",10.4440851840059,1.63493032867048e-09,2.30177217409614e-08,"+"
"343","PIM3",-13.9166222034039,1.6319730351333e-09,2.30177217409614e-08,"-"
"344","VHL",13.8569682759303,1.64093191905864e-09,2.30350588288784e-08,"+"
"345","GYPA",-10.3973558060484,1.66072233361343e-09,2.31781160376279e-08,"-"
"346","MIR511",-10.3973558060484,1.66072233361343e-09,2.31781160376279e-08,"-"
"347","SUPT3H",12.0440066783125,1.66770076955658e-09,2.32084352051548e-08,"+"
"348","BCL2L11",13.3212534992373,1.71591717478307e-09,2.38108161983547e-08,"+"
"349","NR2F2",-13.6212915625338,1.7913252280858e-09,2.47859871817374e-08,"-"
"350","ZNF852",10.4093966051471,1.82309051046193e-09,2.48692205509058e-08,"+"
"351","LINC01947",10.374688656531,1.80916338926253e-09,2.48692205509058e-08,"+"
"352","PLPP4",10.374688656531,1.80916338926253e-09,2.48692205509058e-08,"+"
"353","CACNG5",10.4093966051471,1.82309051046193e-09,2.48692205509058e-08,"+"
"354","MAPRE1",10.4093966051471,1.82309051046193e-09,2.48692205509058e-08,"+"
"355","MATN1-AS1",-13.8057922913292,1.85167713858127e-09,2.51589753391171e-08,"-"
"356","PAX8-AS1",13.0237244759815,1.8547515470544e-09,2.51589753391171e-08,"+"
"357","AOAH-IT1",-11.8762320539781,1.97970058445674e-09,2.67786389981557e-08,"-"
"358","MIR6823",13.1221642732603,2.00378910717997e-09,2.70287642418214e-08,"+"
"359","CKAP2L",12.8504139454538,2.11515614668524e-09,2.84515014828496e-08,"+"
"360","LINC02375",-10.2473582290488,2.19725954811285e-09,2.91499075764751e-08,"-"
"361","TXNDC16",-10.2473582290488,2.19725954811285e-09,2.91499075764751e-08,"-"
"362","FAM81A",-10.2473582290488,2.19725954811285e-09,2.91499075764751e-08,"-"
"363","DBF4B",-10.2473582290488,2.19725954811285e-09,2.91499075764751e-08,"-"
"364","IFNAR2",13.0991652571346,2.17427306055704e-09,2.91499075764751e-08,"+"
"365","LINC00910",13.5638362567631,2.24032134763768e-09,2.96397583225818e-08,"+"
"366","DPYD-AS2",11.0697809653,2.31318699202169e-09,3.0520163892002e-08,"+"
"367","USP48",10.2524016193487,2.35231694884723e-09,3.06028217257875e-08,"+"
"368","CHST13",10.2524016193487,2.35231694884723e-09,3.06028217257875e-08,"+"
"369","SYNCRIP",10.2524016193487,2.35231694884723e-09,3.06028217257875e-08,"+"
"370","PNRC1",-12.9784411427996,2.35747560198653e-09,3.06028217257875e-08,"-"
"371","AIRE",10.2524016193487,2.35231694884723e-09,3.06028217257875e-08,"+"
"372","DIP2A-IT1",10.2524016193487,2.35231694884723e-09,3.06028217257875e-08,"+"
"373","CFAP74",10.2170899654458,2.55067621412116e-09,3.21598314307861e-08,"+"
"374","LOC105378663",10.2170899654458,2.55067621412116e-09,3.21598314307861e-08,"+"
"375","LINC01235",10.2170899654458,2.55067621412116e-09,3.21598314307861e-08,"+"
"376","TRIM29",10.2170899654458,2.55067621412116e-09,3.21598314307861e-08,"+"
"377","LOC101928416",10.2170899654458,2.55067621412116e-09,3.21598314307861e-08,"+"
"378","GAS6",10.2170899654458,2.55067621412116e-09,3.21598314307861e-08,"+"
"379","UBALD1",10.2170899654458,2.55067621412116e-09,3.21598314307861e-08,"+"
"380","ZNF646",10.2170899654458,2.55067621412116e-09,3.21598314307861e-08,"+"
"381","MYOCD",10.2170899654458,2.55067621412116e-09,3.21598314307861e-08,"+"
"382","CD22",10.2170899654458,2.55067621412116e-09,3.21598314307861e-08,"+"
"383","LINC01718",10.2170899654458,2.55067621412116e-09,3.21598314307861e-08,"+"
"384","MIR548K",10.1690383713943,2.67940672040792e-09,3.34337339866921e-08,"+"
"385","CPNE8",10.1690383713943,2.67940672040792e-09,3.34337339866921e-08,"+"
"386","SPNS3",10.1690383713943,2.67940672040792e-09,3.34337339866921e-08,"+"
"387","PICSAR",10.1690383713943,2.67940672040792e-09,3.34337339866921e-08,"+"
"388","SCAMP1",13.0407965304992,2.74467241554669e-09,3.41598533367912e-08,"+"
"389","MIR551A",10.1064826199643,3.08620003472412e-09,3.73515287410596e-08,"+"
"390","AMY2A",10.1064826199643,3.08620003472412e-09,3.73515287410596e-08,"+"
"391","SPRR4",10.1064826199643,3.08620003472412e-09,3.73515287410596e-08,"+"
"392","SEC22A",10.1064826199643,3.08620003472412e-09,3.73515287410596e-08,"+"
"393","KAT6A",-13.0180268755892,3.06330429359785e-09,3.73515287410596e-08,"-"
"394","MIR3150BHG",10.1064826199643,3.08620003472412e-09,3.73515287410596e-08,"+"
"395","CUL2",13.443026740218,3.07867387866511e-09,3.73515287410596e-08,"+"
"396","SLC16A12-AS1",10.1064826199643,3.08620003472412e-09,3.73515287410596e-08,"+"
"397","ANO3",10.1064826199643,3.08620003472412e-09,3.73515287410596e-08,"+"
"398","MIR6881",10.1064826199643,3.08620003472412e-09,3.73515287410596e-08,"+"
"399","LYRM9",10.1064826199643,3.08620003472412e-09,3.73515287410596e-08,"+"
"400","RFLNB",12.8687243760533,3.15159283215496e-09,3.80476044661907e-08,"+"
"401","RLF",-14.3674290879863,3.17803570419215e-09,3.81893240640407e-08,"-"
"402","HECA",-14.1683764368962,3.17914853463334e-09,3.81893240640407e-08,"-"
"403","CKM",-12.5860990117598,3.20429809316499e-09,3.83959193347239e-08,"-"
"404","PSD3",12.0719368940641,3.24146906557797e-09,3.87451834595941e-08,"+"
"405","EPOP",12.4781780609135,3.28305027493648e-09,3.91453080930081e-08,"+"
"406","MIR484",13.5675024815505,3.33746055268105e-09,3.96960517460512e-08,"+"
"407","CSMD3",-13.304213148147,3.45394690463947e-09,4.09806132739657e-08,"-"
"408","TMEM185B",13.3733668757963,3.48544834965705e-09,4.12530149031713e-08,"+"
"409","SEMA4D",-12.5584834373679,3.53807304170176e-09,4.17734834190166e-08,"-"
"410","NEFH",12.6427025316876,3.58189354282633e-09,4.21877168739228e-08,"+"
"411","PPM1M",-13.5619017464514,3.62178834341282e-09,4.25538100008284e-08,"-"
"412","GLUL",-12.8010212137018,3.70946188913856e-09,4.32778028509355e-08,"-"
"413","SNX9",-12.3134052473945,3.70850442502704e-09,4.32778028509355e-08,"-"
"414","PSTPIP1",-13.5416224692001,3.71029413549126e-09,4.32778028509355e-08,"-"
"415","EYA3",-13.1435090755918,3.81850528932057e-09,4.4432679619588e-08,"-"
"416","FCGR2A",13.4008622692724,4.08248042428457e-09,4.73901393482457e-08,"+"
"417","SNRPC",-12.5528468547468,4.14894503023332e-09,4.80461763812871e-08,"-"
"418","MIR2909",12.7684861924857,4.18558469249508e-09,4.83545178948774e-08,"+"
"419","KSR1",-12.7723589422052,4.19734508589676e-09,4.83746525532111e-08,"-"
"420","SERPINI1",-13.494534791192,4.21565178757751e-09,4.84699582909804e-08,"-"
"421","MIR4689",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"422","LRP8",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"423","C2orf40",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"424","GRB14",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"425","MYO3B-AS1",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"426","PDE1A",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"427","KLHL30",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"428","FBLN2",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"429","MIR4443",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"430","PTPRG",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"431","MIR548AB",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"432","ADRA2C",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"433","MIR4274",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"434","MIR1305",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"435","LINC01622",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"436","LOC102723427",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"437","GPR37",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"438","OR13F1",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"439","GOLGA7B",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"440","MIR1293",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"441","RIMBP2",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"442","PRIMA1",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"443","CCPG1",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"444","TPSG1",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"445","TMEM74B",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"446","GNB1L",9.8549550504289,4.86847558205859e-09,5.27127098335447e-08,"+"
"447","S100A11",-13.3180887748052,4.89598672058658e-09,5.2891990768932e-08,"-"
"448","DHRS7B",-13.5000948611265,4.9083098978742e-09,5.2906760037577e-08,"-"
"449","CNP",13.3050997537012,4.95078708702015e-09,5.3245770252161e-08,"+"
"450","STAU2",-13.5131948601018,5.08516841996011e-09,5.45695073333053e-08,"-"
"451","LINC02223",11.2090371846178,5.13421878322821e-09,5.49737084350532e-08,"+"
"452","TMEM273",-13.017187594987,5.39894679636002e-09,5.76803408841206e-08,"-"
"453","NIPBL",-11.9588725771938,5.45430839318158e-09,5.81431682796332e-08,"-"
"454","APH1B",12.4255053972723,5.78797419371695e-09,6.15641572278836e-08,"+"
"455","SNORA30",14.0001273803862,5.80805940232667e-09,6.16420194589791e-08,"+"
"456","OLFML2B",11.7305366222258,5.84789827810874e-09,6.1793218347893e-08,"+"
"457","ILF3-DT",13.0190396860817,5.84161193751386e-09,6.1793218347893e-08,"+"
"458","TRAPPC10",12.3821020437112,6.01735899835384e-09,6.34450362512024e-08,"+"
"459","CLK4",-12.7521468305507,6.07804231323062e-09,6.39452425503065e-08,"-"
"460","MIR28",11.636074416721,6.09382563531925e-09,6.39719217238188e-08,"+"
"461","EPB41L1",12.3219819650396,6.13499153282248e-09,6.42643690065071e-08,"+"
"462","KMT2D",13.6080609718122,6.26794498551289e-09,6.55149487771466e-08,"+"
"463","PHB",-13.1882424451912,6.30974598896586e-09,6.58094241484149e-08,"-"
"464","RNF122",13.195335184645,6.33939418265941e-09,6.59761519570308e-08,"+"
"465","STARD13-AS",-12.7759056768004,6.47565718162886e-09,6.72493516776038e-08,"-"
"466","OR1A1",-12.9625690586386,6.56866126232924e-09,6.79230518967621e-08,"-"
"467","ARRDC2",-13.4621188259987,6.5588539284508e-09,6.79230518967621e-08,"-"
"468","CD47",-12.6244377067382,6.67678295738587e-09,6.88935574812316e-08,"-"
"469","ADAMTSL4-AS1",12.0943939710041,7.04037028688239e-09,7.24465066916833e-08,"+"
"470","GCNT3",-11.669146306728,7.05111993064633e-09,7.24465066916833e-08,"-"
"471","IER2",13.2431490770813,7.1209956344725e-09,7.30091038617149e-08,"+"
"472","PRDM11",12.3304525309488,7.22432491149054e-09,7.39115783847199e-08,"+"
"473","LINC01814",-12.9174012742856,7.29906650295538e-09,7.45183766231957e-08,"-"
"474","MYD88",-12.4638223820846,7.79489948345002e-09,7.94125941045994e-08,"-"
"475","LMNB1-DT",12.8481633396152,7.86589193272046e-09,7.99671413539096e-08,"+"
"476","ABCA7",13.4963047948807,8.18039359027473e-09,8.28540461445523e-08,"+"
"477","CCDC9",13.9816271268109,8.18417477965447e-09,8.28540461445523e-08,"+"
"478","FURIN",-12.8923443669808,8.97615820996565e-09,9.06817322090463e-08,"-"
"479","SLC22A12",12.8611694864694,9.06178976318858e-09,9.11653807634118e-08,"+"
"480","SLC16A7",12.1960830875073,9.04667895533906e-09,9.11653807634118e-08,"+"
"481","PYGB",12.8984049305944,9.1895478003839e-09,9.22584746944986e-08,"+"
"482","RET",-12.7518132461226,9.28467822417987e-09,9.30201476028311e-08,"-"
"483","SMARCAL1",-13.7169357647405,9.30401436406555e-09,9.30208806709576e-08,"-"
"484","ZDHHC14",13.4216311560527,9.34343767512275e-09,9.31591032551262e-08,"+"
"485","LPCAT2",-13.2221943603866,9.35642267109882e-09,9.31591032551262e-08,"-"
"486","MIR4690",-13.2859122685927,9.45806424916341e-09,9.39773503275928e-08,"-"
"487","TMEM43",-11.8045101723451,9.52568856914606e-09,9.445492833759e-08,"-"
"488","TRIB3",-12.8842253013961,9.54531725734843e-09,9.4455608679786e-08,"-"
"489","PLXNB2",-12.5632676010502,9.87008891139132e-09,9.74696510288522e-08,"-"
"490","ATF7IP",-13.1259293420571,1.04596833224203e-08,1.02871305018264e-07,"-"
"491","MIR629",-12.294121788082,1.04446889712521e-08,1.02871305018264e-07,"-"
"492","CEP85L",11.963738736913,1.04930135097373e-08,1.02989354143336e-07,"+"
"493","MIR6795",12.5864100114162,1.05210337938271e-08,1.03054913165093e-07,"+"
"494","MIR7114",12.52343095644,1.05814159547137e-08,1.03391912859886e-07,"+"
"495","MIR4729",12.1758808354914,1.05982598603528e-08,1.03391912859886e-07,"+"
"496","SLC22A23",11.1941284744902,1.07085292293118e-08,1.04257031549086e-07,"+"
"497","LOC102724323",-12.6370110921009,1.08468492665715e-08,1.05391217521678e-07,"-"
"498","LINC01762",-12.7036710372767,1.09063857087859e-08,1.05756900778568e-07,"-"
"499","SSR1",12.6868440343473,1.12503294480695e-08,1.08694379725565e-07,"+"
"500","UCP2",13.421551170438,1.12543362730964e-08,1.08694379725565e-07,"+"
"501","TBC1D16",14.0300771412312,1.16380075340959e-08,1.12175525712873e-07,"+"
"502","ATP1A1",-13.3679922287666,1.21150498104177e-08,1.16540987120532e-07,"-"
"503","HMGN2",12.3689463812232,1.21613815175516e-08,1.16754098107866e-07,"+"
"504","MBD3L5",12.0271090958573,1.22720281808092e-08,1.17582587470492e-07,"+"
"505","TMSB10",13.1811918527639,1.25422245339679e-08,1.19933469850556e-07,"+"
"506","OSGIN2",-12.7262471855669,1.2873900241582e-08,1.22861787088141e-07,"-"
"507","TRPM2",-13.7241989600351,1.29400760934129e-08,1.23249758294065e-07,"-"
"508","PADI4",-12.4124940192648,1.40649592701432e-08,1.33700173849451e-07,"-"
"509","DLX2-DT",-11.4282349832579,1.43241252008524e-08,1.35896268359364e-07,"-"
"510","IL1RL1",12.4773134525525,1.44728202734538e-08,1.3703774333433e-07,"+"
"511","AGTRAP",12.8164957162777,1.47529579716334e-08,1.39416896369897e-07,"+"
"512","CPNE2",-12.5732308870426,1.50705587821577e-08,1.42140094451249e-07,"-"
"513","TRAM1",12.6555431679711,1.5186134521076e-08,1.42950962187672e-07,"+"
"514","LINC01588",12.9082907100464,1.53791905163527e-08,1.4448659728301e-07,"+"
"515","BICD2",-12.2591812865778,1.5569484532632e-08,1.45990370501126e-07,"-"
"516","DNASE2",13.3657217762388,1.59359803216108e-08,1.49137304211353e-07,"+"
"517","ZNF557",11.690717977897,1.63192199194077e-08,1.5242845839617e-07,"+"
"518","CLIC4",11.8864307140285,1.63978762181793e-08,1.52867459956734e-07,"+"
"519","REV1",11.2083704334238,1.64788492361438e-08,1.53031467233343e-07,"+"
"520","SSBP4",13.1458815264046,1.64572911136042e-08,1.53031467233343e-07,"+"
"521","TGOLN2",-11.2339461536363,1.67176414765862e-08,1.54951037793541e-07,"-"
"522","MIR4674",11.735966583916,1.67977463021609e-08,1.55395243090297e-07,"+"
"523","FAM198B",-11.1719084932958,1.71483962527437e-08,1.58335765782982e-07,"-"
"524","IQGAP2",-12.0337308555527,1.76342848248606e-08,1.62511376754297e-07,"-"
"525","HOXA13",12.3142840789821,1.77024661392459e-08,1.6282896949794e-07,"+"
"526","LOC100130370",12.1170588314216,1.78983337070787e-08,1.64317592151109e-07,"+"
"527","MIR3201",-11.2849791959844,1.79453185663139e-08,1.64436325155085e-07,"-"
"528","SCRN1",12.2012305928183,1.81693658396511e-08,1.66173991741809e-07,"+"
"529","LINC02219",12.3468937727731,1.91575337276564e-08,1.74365398130134e-07,"+"
"530","CEBPB",13.1103756931636,1.91311358771672e-08,1.74365398130134e-07,"+"
"531","MIR6819",-11.43567692907,1.91815242244804e-08,1.74365398130134e-07,"-"
"532","FLNA",13.104875414792,1.92094412518599e-08,1.74365398130134e-07,"+"
"533","CCND2-AS1",13.0413394409605,1.95380940688464e-08,1.77015865400486e-07,"+"
"534","FAM92B",-11.6383220943029,1.96701899940614e-08,1.77878927867645e-07,"-"
"535","SLC44A1",12.7165211539247,1.97175281177046e-08,1.77973725757749e-07,"+"
"536","ADCY9",12.9430237067456,1.99055043117819e-08,1.79335224480587e-07,"+"
"537","BICRAL",12.3159980657406,2.00449515827067e-08,1.80255253618046e-07,"+"
"538","HRH1",-12.9174789397122,2.01035418076067e-08,1.80347581176147e-07,"-"
"539","LINC00656",11.6170862195304,2.01299122497294e-08,1.80347581176147e-07,"+"
"540","NSMF",13.2988817289995,2.02901588217563e-08,1.81446623981965e-07,"+"
"541","KCNMB1",10.7643047032847,2.03987422881839e-08,1.82080455655527e-07,"+"
"542","FAM20A",12.4673546213663,2.05013951000283e-08,1.82659108741765e-07,"+"
"543","MIR6829",12.984311411329,2.08499454083499e-08,1.84861976670327e-07,"+"
"544","TMEM154",11.4010711200693,2.08119024132487e-08,1.84861976670327e-07,"+"
"545","GSE1",11.5108294908862,2.09017683292604e-08,1.84861976670327e-07,"+"
"546","OR1D5",11.9669781330963,2.08669132599267e-08,1.84861976670327e-07,"+"
"547","TET3",-12.6446003698711,2.1211213270031e-08,1.87255848045667e-07,"-"
"548","RAB33B",-11.3786706138284,2.14046010912991e-08,1.88618282244313e-07,"-"
"549","CD48",12.1346658832137,2.15057095896953e-08,1.88820130197524e-07,"+"
"550","LRRC4",12.0115198121907,2.15009306073883e-08,1.88820130197524e-07,"+"
"551","LINC01720",-11.6266289600081,2.15943951544404e-08,1.89254690019588e-07,"-"
"552","MIR6776",12.5839448475461,2.18682335693868e-08,1.91307427366973e-07,"+"
"553","KHDRBS3",-11.4117712829779,2.29712307254619e-08,2.00593260711132e-07,"-"
"554","CDA",12.2686197138961,2.32104891354545e-08,2.0158894250919e-07,"+"
"555","LIPC",12.548771524245,2.31473478039352e-08,2.0158894250919e-07,"+"
"556","B3GNTL1",11.1628521518112,2.31914658470228e-08,2.0158894250919e-07,"+"
"557","SUDS3",13.0300936900715,2.32872768893199e-08,2.01892747035055e-07,"+"
"558","LINC00308",-12.2761727085879,2.34111827991696e-08,2.02603228919695e-07,"-"
"559","CYBB",-12.1714538899338,2.34783869864624e-08,2.028213430369e-07,"-"
"560","ZBTB43",-13.0053515514247,2.36651349681013e-08,2.04069529930288e-07,"-"
